videoid,comments,sentiment
4YX_1wql-Xw,love the hair,1
PLDJQondOQE,How do we send you stuff? I would send you some.,0
y9vsRUmPCKk,Mac has an amazing shade range for pretty much any complexion! I have worn the studio fix powder in nw10 for ages.,1
6x62O8A8qHw,"Wow, this trailer is so well put together and the song choice is on point!",1
Gv69uNr3Tf4,Sing baby!,0
WZkGjxy-fz0,"Stay peaceful and nice as a fandom. Respect others, dont get affected by negativity on social media.  라이트 나이뜨~",1
_Eb9kppyRxc,HOLY FUCK! This is about a million times better and more fucked up than I expected. Like oh haha she probably saw a ghost in cemetery or something.... NOPE.,-1
mHPB7raBvM0,She's sooo flufffyyy I'm gonna dieee,0
a9Zi-RhcOGs,Aghhhhhh one of the only artist that doesnt hide behind autotune make this go viral pleaseeeee️️️,0
EPUHs9cjhOs,me hear before 1000.000.000 views,0
0hLx_1Q15eY,From andit,0
Y5fwGxJjn5E,yummm and its so hot here in south america :p,0
uNseVux0CA4,Omg I am so doing this for Halloween,0
E-6LUtmwymo,He's precious.,1
qy-UZ5B38-Y,This was incredible! Also I'm always surprised by their accent lol why,1
F5D1x-OtGME,The Snake dun got 'im good.,1
AaGVAaGylgQ,Ta Monster looks Amazing I love that picture with the wings,1
dSQ7Ore4-do,I just love these boys!! The song and those moves are amazing!!,1
wP97gsUp4cM,"Come on Dembélé you just have to gain confidence and then you will be much better than #neymar.
",1
ETR9qrVS17g,The loan approval statistics are not good at all but wasn't the US over 90% white during the early 1900's?,0
nXZStT0kvVM,"Brother, first of all, I love you very much. Will you come to Fenerbahçe? I really love you very much.
",1
xc8BtpXPUSw,My apologies for the long post... had to get a few things off my chest.  Still can't understand (for the life of me) how/why Black folks are quick to take knees; whine about Republicans/Conservatives/Trump/Police; how poorly (they think/feel) 'The White Man' is/has been treating them (while begging for their attention) and White Supremacy but quickly OVERLOOK ALL of THAT whenever they get the attention they CRAVE/BEG for from White People.,0
1k_whpRADOE,There goes the last sane man on earth.,0
2iObySa91b0,Looks like an amazing phone. But no headphone jack? I will stick with my V20 and my quad dac.,0
Lk7iJthBk6I,"Ive been waiting for desi to do a Jessica rabbit Halloween makeup tutorial so bad!!! She could slay it soooo bad, just imagine her doing her intro video!!",-1
njspZowLMBI,Julie Andrews,0
#NAME?,Yeah that's nasty,-1
0IkPBqbfzg4,Such a beautiful home. I love the decor,1
GclVn6jCtew,"Happy birthday Anna! I really love how that eyeshadow colour suits you! Have you had a look at the Marc Jacobs Twinkle Pop stick eyeshadows? I saw a video yesterday and the color seems similar (they used Stardust which looks slightly more on the greyish side). I have yet to test it in real life, I will do as soon as I get to a Sephora. In the meantime, if you do test it, let me (well, everybody) know if it's any good. xx",1
gm3WDogH4LQ,Can you swap the gelatine for vege - gel?,0
o9n3bR8VMW8,I can't listen to it because it feels like I'm being water tortured...,0
Js8UXDe93yM,I saw white and pink,0
OlfF7Ct9y7I,"The shoes, I wanna cuddle with them ",0
LTosB6V_V24,"Right on! Look up Tillerson's Song on YouTube, guys.",0
rWKz0ZC_G6U,I can still remember finding your skull tutorial on halloween and discovering your channel! Love you x,1
Tj08Ni3tklw,Was that absinthe??,0
wWK5W1b17uw,Make a cheese in a giant macoroni,0
zcqZHYo7ONs,"the filters are re-aligning the orientation of some of the photons. some come it at a given angle, but after they've passed through a filter, that angle has changed.",0
VPo2k2z7Xqg,that's surprisingly catchy,0
TltKWHiBZ1M,Wow get the nee pads out for all the Deeney comments....,1
_o8vb1BA_c0,Guys did you see the guava juice box,0
tx20wIAA_IE,Carrie kinda speaks and has the vibe of my history teacher! She is so passionate about things,1
_Pom2EYv3NM,just wondering; why she is not using her vevo account anymore?,0
gIE105f0ejg,it's briskkk,0
RlduVwzqK2o,I had no idea who this person was before watching this video. I still have no idea who she is. But i LOVE her,1
8V3B85bfVFI,Looked like a gummy sweet,1
qZVm-2nM0sA,is this POGBA in disguise ?,0
4jfET_Xaq9w,"Three white males, this triggers me so much. And the way Louis says guys rather than gender neutral people.",0
8PDnSzf_TV8,"Dang, I wish I had waited before buying a Samsung Chromebook Pro earlier this year! This thing clearly has better specs and subjectively is much more attractive than the Samsung. Then again, would it really do that much more as a Chromebook?",1
xUSJ4XK2UXg,"I can't stop playing this, absolutely brilliant track thanks to Dave's gorgeous voice ",1
AWSNlL0xFm8,LEGEND,0
WDHaHHJLOzs,Fenerbahces 2 penalties were correct but referee did lit of wrong things like he gave the fenerbahces penalties but he didnt gice besiktass penalties and he gave foul for no reason,-1
jK6BesOrfws,"Kylo, such a pansy cuck for Mary Sue Disney garbage",0
hP8_5cJujRQ,I'm only 14 and so many of these remind me of primary school it's actually ridiculous,-1
kwANDfkOskg,The ting goes skrrrrrahh pap pap ka ka ka,0
YjtRY28Pe2o,I came out to my best friend the day this video was uploaded!!!,1
bNcSAISFSZo,You're so very sweet.,1
lwEYXrE3cjM,HAZARD <> MORATA <> MUSONDA,0
3ImE5jhnOt8,Would this work with beef for those who can't eat pork?,0
jl1CzzsNVcg,so everyone will use bow because it more easy and more stealthy because ai is dumb,0
soC7DtJXMC8,David Brooks' article in the New York Times brought me here,0
zTjcPeb2Gwg,Omy!! You and Alodia really looks good together! ️️️,1
9cN6Z_mkl_w,Does she have a feat with him?,0
DuPXdnSWoLk,omg..! after The Current War and then The Child in Time trailer.. i'm ready for this.. can't wait! XD,-1
Q7o163QU8CE,"I'm only scared about the names you've chosen because when you and Oliver Ormson fall out, you'll always have his name in your head when you read these character names",-1
kIhvZjwOb3k,This is an old story that happens all the time. They even made a movie about this happening called The Believer. Jews join organizations where they would not be welcome intending to fuck everything up.,-1
xA70bP5uzao,Absolutely gorgeous,1
9CILSvf1snQ,Giveaway who's with me,0
wUHWzsF_qJM,Dwl! Fuckity fuck! Penis! I fainted,-1
RlduVwzqK2o,What a gem,0
oDIDZ9EmQfA,Derek is so cute omg,1
bMaEZibICXM,"Natural hair, short hair, long hair, dyed hair, hubby in video or out of video.. who cares all theses yrs of great content keep it up, your a stunner & your family is lush, stay blessed ",1
XBGCYqRInM8,I'd be curious to see your list of the best chases from each decade. This formula works well since it's too hard to make a top 10 of all time list without EVERYONE's list being practically the same group of the most famous chases. They end up overlooking the lesser-known gems like some of the films in this video.,1
GLEFvV6K0ss,I used to get YG Hootie and YG mixed up since they from Compton but this is a solid track. Y'all hating on the Kendrick verse? It isn't GOAT but its fairly solid. He did his thing.,-1
Qg7YzqCRoZ0,"Ukulele is basically Hawaiian for dancing fleas. Because the first people to play them had fingers that moved so fast that they looked like, well whatever dancing fleas look like.",1
0ptNpGfMRCg,I would rather wait for the price to drop than buying it this year,0
qpv7-cyIQ20,Can you post my song please,1
qFjyr2AYTb0,welp time for asuka to not matter in the wwe anymore,0
IHi5jq2P_Zk,Great song,1
6v3BWoddSgk,that slo mo of julien got me all hot n bothered,-1
AaGVAaGylgQ,Tamar is such a beautiful and funny woman. I love her..,1
9XgflsmKnK0,Demi is such a great singer! I loved her so much! More than my life,1
C-V1uXeyGmg,"The extra loose ends might just be the laser moving momentarily back up the path it came, but then I guess you would see it in person?",0
4nm5gxYA9PE,TRENDING WTF !!!,-1
SeUyzOP3mys,"Maria is the asmr GOAT! Hands down, no contest.",0
LAs5AqpMn4E,"Very Good film and a classic in 20 years from now , just a lot more times watching . Original at the moment still the best film ever made though .",1
wqcHGWG8MLQ,Hi Nick!  Really love your channel and look forward to your new videos every week :D You totally inspire me ;) Please can you create a Scran Line version of gingerbread man cookies or cupcakes for fall :D Lots of Love from South Africa <3 <3 <3,1
4kX7iBnoivA,"3 hours!!!! THIS FRIKING MOVIE WAS THREE HOURS LONG!! WTF!!! I don't know if it was because i didn't see the original one, but I understood half of this movie, i though there were too many plots, the pacing was killing me AND all scenery was identical to Ghost in the shell...",-1
KCNvREKTnQc,"Seth Mcfarlane is like the Superman of Comedians (the look the voice, etc.). This dude is great and would love to see him do more comedy. he is REALLY REALLY good. And the most edgy in my opinion.",1
2RbyOUqqR8c,The thing that is scary is if you change the T in the reporters last name its Mat Gunman,-1
bvomHFZO0mk,This is legit Bopk of Life wannabes,0
3DrpmXtpFtw,huh this seems pretty bias i'm gonna go somewhere else,1
JpCuIahlvR0,English?,0
pgCtsVdK4HA,"whats with your anti trump bullshit, you being a fanboy and saying what you think they want to hear? guess what, cupcake, trump isnt the one trying to deny free speech, the fucking antifa and leftist scum are, and i would think juggalos would be about free speech. Btw i could see how uncomfortable you were around them, maybe you should stick to the suburbs and grab ass with your antifa buddies. lame.",-1
_n0Ps1KWVU0,I'm currently watching this on shrooms and it's guncking amazing,1
wqcHGWG8MLQ,Nick! You didnt cut open the cupcake ️,0
LTosB6V_V24,"Oh My GOD, Randy this is your best ever, you have really outdone yourself this time!!! xoxox",1
GWKI-CoCCTU,Great video!  Good luck!,1
yZMt87ZdUbw,this is amazing please summarize everything in my life,1
#NAME?,How... is he controlling his emotions so well...?! he's like just out of the oven?!,1
AYcIaKpqE1k,"I'M RICH I DON'T GOTTA VOTE. I'm dead lol. this whole song fire. beat, thug's flow. amazing",1
HRr8GRgOGAc,Congrats you got number 8 on trending,1
67B1ITzDgqo,You should watch This is us!With every episode you descover something new!It's amazing!,1
thD6TNUoyIk,Got em all right,0
APHgDFRpCi0,Like if you speak Spanish:v,1
f-y88NypH2U,Hi zoeeeeeeee️are you doing vlogmas or 24 days of zoella this year??????????plzzzz do vlogmas,0
4W-pZrhu798,"Aliens have landed! what's not to love?! Let loose, bring out the fantastic in our world!",0
GMMigjW3q78,was actually a single leg crab but still was THE WALLS OF JERICHO LOL,1
h_58pbU9udQ,You should react to flipagrams,0
htAqXYmFKgo,soo geluss,0
2QA57665QM0,"Tbh, I'm actually here for Kim K inspired Jessi all day.",1
W4YZIAtS-S0,"Safiya! The current is supposed to relax muscles, too! There's alternative forms of therapy for relaxing muscles in the face with electrotherapy 0_0 haha. So interesting that they made a mask! I love your videos. :)",1
YLM2gl8RGj0,take a shot every time James says like,1
aMhB9sj3J6Y,What happened to inkcased,0
aDuB1arf8aE,"This video was really funny, I loved watching it : )",1
gFIUXqcOulA,6:07 poor ally he ignored her hug,-1
VH1RwkrHPvA,Seems like it needs a sauce,1
gOsM-DYAEhY,Nice song. Like it.  Dont forget to have a look at my canal!  Thanks kizz,1
wQtn44ACpoE,I love this!  I'm going to have to try it.  I would love to see a tutorial on your makeup look in this video!,1
qJVOPnfywCk,Your editing skills are fucking amazing,1
YNooxN3AzBw,Explanatory journalism on the cultural phenomenon known as Filthy Frank. Pls.,0
5xgX_tNTWgs,Dotard Jr. is gonna learn to stay in a child's place after that. Lmao,1
9XAUlcrRQSE,Congrats on being 6th on trending,1
J_ub7Etch2U,I LOVE THIS SONG!! IS MY SONG!!,1
E5Hfl6Nqw3Q,Whuxh kodak song is thus,0
pmWORtNBl1A,"I can't wait for astroworld, culture2 and quavo+travis scott album",0
chfg6YYiQpU,"That satisfaction you feel when you hear the packaging like rustling, is called ASMR.  Its not the reason i watch them but hey, whatever floats your boat lmao",1
g85RGiOgUtI,I use the mascara everyday for the past year and Ive never had any flakes. Love it.,1
pe3KSYqPIgo,"I was eating while watching and decided to stab it with my fork, I destroyed my phone screen, typing this on my computer",-1
mywgWuDqDTQ,"What an amazing game, is lovely to see another good team in the league, atlético has done his job pretty well lately",1
xUSJ4XK2UXg,ME ENCANTA !!,0
F8k999GcfgU,LBW!!! Who else LOVES Alfie!!!! ️,1
#NAME?,Are all 4 species of hyenas matriarchal? Or only the spotted ones?,0
_cu4FHyCcT8,lic,0
dB-RqoR_MCI,Yasss early reaction,0
qIRl8taMSAQ,Chorizo mac and cheese...I'm weeping.,-1
Nkddddt_IVE,So is that just a straight Mickey Avalon My Dick rip off or was he involved somehow?,-1
iKzRIweSBLA,She will never love you. She can't.,-1
jK6BesOrfws,Kylo Ren you are the second character to break Star Wars tradition.  Don't say the actual title in a sentence in your own dimensional universe.  You only use the title at the introductory of each story without actually saying it unless it's an audiobook.  After that keep it %101 anonymous while the stories are being told.,-1
txvKrTplOVs,DO WWE2K18 IF YOU CAN,0
WJWNhuUUKds,I also love a threeway,1
z9NvH2A6b-s,I enjoyed this video so much more than I first thought️,1
9cEk9D1eI1k,I love how you just talk at the same time all the time.,1
qR1EM-RIZNk,"Trailer 1: god help us  This one: huh, actually this might be good...",1
m59HKBUi3cY,I want PR so bad! I would cherish that little mini fridge! It's so cute!!,1
ZsYwEV_ge4Y,"views are stuck, but lets keep streaming to our very best for the 24 hour goal!!!! ",1
k3_okqCU1so,Helen! You're trending!,0
7wGDvthZ0ng,"DUDE ,at least wipe the damn tear off your right eye if you put contact lenses before making a video  , it doesn't let me focus on the video content...",-1
wQD1JvJZXdI,"A smartphone is only as good as its battery. The resolution being reduced by default is scandalous. When a phone has enough juice to power itself at max settings and at max load for 24 hours, then I'll spend top dollar.  It's like being born with a billion dollars, having an arranged marriage to a playboy bunny but you only have a 25 year life expectancy.",0
O-OLBx_gNd8,Slovakia beast win with malta and rusia is open but scotlan dont win with slovenia,1
itGLQk8oY2Q,"Some white people struggle as well, majority of the time I have to add a white foundation to everything x",0
GuEQtn2nm9A,Ok why is japan bad for not accepting so many foreigners??,-1
JcI8yn7xQWo,What no flat earthers?,0
TngCi2s5rmk,I wonder how many toilets this man goes through in a week,0
